TESTO,EMOZIONI
"Visto che non rispondete Ve lo scrivo qua , da quando Wind si è unita con tre è andato tutto a p**** si può sapere cosa è successo",OUTRAGE
"Xó ti affibbiano senza permesso offerte mai richieste e ti fregano 19,99 per il cambio offerta + 16,99 x la nuova offerta",ANGER
"Smettiamola è scandaloso, scherza con i fanti ma lascia stare i Santi",SHAME
potevano benissimo evitare di fare una cosa così DISGUSTOSA!!!!!!!!!!!!!!!!!!!!!,DISGUST
bei tempi quando esisteva il tribunale dell'inquisizione. I divani li avrebbero usati come rogo.,ANGER
"Almeno un cliente gli è rimasto ""mcanf'",DISAPPOINTMENT
Potrone caga si vergogni,SHAME
Utilizzare Dio per illudere la gente! Che vergogna questa azienda,SHAME
Stanno avendo molte denunce per truffa e frode luridi porci. E i vostri divani di merda ve li mettete nel culo p. S. Bello vedere quando un negozio salta in aria. Porci,ANGER - DISGUST
"pubblicita' precedenti di poltrone e sofa' ""carine"" Ma qui si va oltre ogni limite!!Adesso parlano con il padreterno??Addirittura?? Scomodiamo Dio per una pubblicita'??Ma davvero??Ma che cazzo vi fumate??Pubblicita' pretenziosa,stucchevole,fuori luogo!!Ripigliatevi!!",OUTRAGE
"POLTRONESOFA' SONO I PRIMI IN ITALIA E LO DICONO I NUMERI...QUESTA PUBBLICITA' NON E' AFFATTO BLASFEMA...IL PROBLEMA SONO GLI ITALIANI SEMPRE AGITATI E PRONTI A PERDERSI IN POLEMICHE STERILI...NEI FILM DI PEPPONE E DON CAMILLO, QUEST' ULTIMO PARLAVA CON DIO SPESSO IN MODO GOLIARDICO...ALLORA AVREBBERO DOVUTO VIETARE QUESTI FILM! MA NON E' MAI SUCCESSO...E PARLIAMO DEGLI ANNI 50...OGGI STIAMO PROPRIO ALLA FRUTTA SE PENSIAMO CERTE COSE!",TRUST - ANGER
Vergogna,SHAME
Prima la pubblicità era simpatica ora è solo idiota,ANGER
"Ma infatti un dio onnipotente e benevolo dovrebbe pensare a robe tipo la pace nel mondo, mica a Poltrone Sasà!",DISAPPOINTMENT
Pagliacci! Credete di essere simpatici? Ridurre il sacro ad una barzelletta x fini economici ..,CONTEMPT
Ma Porco€&©!!!!,ANGER
"Pubblicità per italietta bigotta ignorante, siamo il sud del mondo civile. La prossima con l' impostore padre pio?",OUTRAGE
Questa pubblicità costerà caro a Poltronesofà. Ennesima denuncia https://codacons.it/spot-poltronesofa-con-dio-codacons-accusa-di-vilipendio/,CONTEMPT
"Io mi chiedo come mai la chiesa non si lamenta per una pubblicità che per me è OSCENA ma soprattutto BLASFEMA!! Ma lasciamo stare Dio, per rispetto di chi ci crede!!!! Roba da matti!!!!",ANGER
"Si Dio fa proprio cagare, madonna zozza",DISGUST
Complimenti bellissima pubblicità! Stupendo il passaggio al minuto 0:12 di un vostro Iveco Stralis sul viadotto del lago di Guardialfiera (CB) della S.S. 647,LOVE
"Buongiorno complimenti per il vostro video fatto veramente Bene e Buca lo Schermo ve lo dice uno che fa video pubblicitari per i suoi clienti. E poi per la Pasta siete il Numero 1 in Italia per la Qualità, La mangio almeno 3-4 volte alla settimana la Molisana , e per la scelta di coltivare il grano al 100% in Italia. E questo vi fa Onore. BRAVI E BASTA",TRUST
A casa mia solo pasta Molisana,TRUST
Solo soltanto Molisana ottima pasta... Grazie.,TRUST
Meraviglioso spot. Fiero della mia terra e della mia pasta.❤️,LOVE
"Complimenti è molto bello. E' emozionante vederlo sui principali canali nazionali, evviva il Molise!!!",LOVE
Sempre e solo La Molisana.,TRUST
Bello spot ottima pasta ..a casa mia sempre e solo la molisana da Trent' anni...costa un po' di più ma vale ogni centesimo e poi vuoi mettere la pasta e fagioli con le pantacce toscane....da quando quel magnapolenta di mio marito l ha assaggiata non esiste altra pasta...si fa dei piattoni di spaghetti quadrati che Dio solo sa come può uno stomaco contenere simili dosi...era la mia infanzia è il mio presente e sarà di certo nel mio futuro...,TRUST - ANTICIPATION
Che possa piacere o no i pubblicitari sono semplicemente dei geni,TRUST
Questa è arte,TRUST
"Il genio vero, secondo me, è racchiuso tutto in quel ""Lucio m'è finita la terra"". Io non ho parole.",TRUST
Marò il top Magari tutte le pubblicità fossero come questa GENIO È troppo divertente!!!!,TRUST - JOY
"Assolutamente geniale, niente da dire. La pubblicità più azzeccata dell'ultimo decennio sicuramente!",TRUST
"Ironia, blasfemia e l'intento pubblicitario. Voi della Motta siete dei geni.",TRUST
E' dai tempi di Fantozzi che non si vedeva questo genere di comicità in Italia.,JOY
"trasformare una semplice pubblicità, in una mini-serie che ormai tutti in italia conoscono clap clap",TRUST
"Come una pubblicità divenne una miniserie, touché",TRUST
Allora se buondi motta non esiste più il mondo si distruggerà! Ok domani lo compro,TRUST
Io adoro il modo di recitare di questi attori,LOVE
"E sono tornata a vederlo XD Rido ancora a ""Mi tocca reinstallare la Terra"" geniali.",TRUST - JOY
ahahahahahaha fantastico!,TRUST - JOY
"Pubblicità geniale, complimenti",TRUST
Semplicemente geniale.,TRUST
Il dottore deve prendere il premio nobel perché e stato l'l'ubico a dire alla bambina sorridente di tacere,TRUST
hahahahahhahahaha geni!!!,TRUST - JOY
Ma questa pubblicità è il male incarnato!,ANGER
"Sinceramente, grazie per questo spot. Il livello di genialità tocca le stelle.",TRUST
È tristissimo però a quella bambina serviva da lezione,SADNESS - ANGER
Dopo questo compro solo merendine buon dì lo giuro. Possa colpirmi un asteroide se non è così.,TRUST - SURPRISE
io non capisco come facciano le persone a indignarsi per una pubblicità bella come questa! Fossero tutte così le pubblicità in Italia...,TRUST - SURPRISE
"Ma porco pascal, il floppy da 3,5"" nel lettore da 5,25"" no cazzo. Sarà anche Dio in persona, ma cazzo, almeno il lettore giusto! Tantovale usare un CD dentro un lettore floppy dai... Eccheccazzo...",ANGER
vi prego non ce la faccio sto morendo,JOY
Finalmente quella rompiscatole è morta RIP bambina sorridente L'unica persona per cui mi dispiace profondamente è il dottore lui se che era un eroe!!!,JOY - SADNESS
Spettacolare.,TRUST
Assolutamente privo di buon gusto.,OUTRAGE
"Io comprerò prodotti Motta per tutta la vita. Questo per celebrare la genialità di chi, malgrado il trend attuale delle finte pubblicità buoniste e moraliste, ha voluto ""sbatterlo in faccia"" ai principali consumatori del prodotto.",TRUST
❤️ bellissima,LOVE
"Trovare una pubblicità in tendenze mi è parso strano, ma questo è un capolavoro ahahahah",TRUST - JOY
Geniali! XD,TRUST
"Date una medaglia al signor Motta, se la merita <3",TRUST
dajeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,OPTIMISM
"Questa serie di spot rimarranno nella storia! Alla faccia di tutti i bigotti che dicono ""gne gne gne ma è diseducativo gne gne gne"". Complimenti al settore marketing! :D",TRUST
Ahahah no vabbè bravissimi,TRUST - JOY
Siete dei geni,TRUST
Luminare eroe dell'anno. È riuscito a far tacere la bambina sorridente,TRUST
Sto morendo XD,JOY
Troppo divertente!,JOY
3:37 Aspetta aspetta... il postino lavorava ancora all'età di 75 anni?!? Questa riforma delle pensioni ci è proprio sfuggita di mano,DISAPPOINTMENT
Siete geniali...non bisogna dire nient'altro. Naturalmente complimenti agli attori.,TRUST
Finalmenteeeeeeee,DELIGHT
@buondì Motta stupenda la pubblicità  come si chiama la canzone che si sente alla fine?,TRUST
LEVEL UP! Siete dei geni!!,TRUST
Il vero marketing si fa sentire!!,TRUST
"La prima volta che sono io a cliccare una pubblicità volontariamente, troppo bella",TRUST
I vostri pubblicitari sono geni del marketing,TRUST
Ahahahah stra bello che Dio dice a Lucio(Lucifero) che deve reinstallare la terra dove lui è conficcato,JOY
"No, vabbè, ma questa è GENIALITÀ. ADORO TROPPO",LOVE
"a te creatore della pubblicità ""sei un fottuto genio del cazzo <3"" ti voglio in squadra con me!",LOVE
Spettacolo!!! Geni!,TRUST
"Il Buondì Motta non sarà family friendly, ma tutto questo è puramente geniale! :D",TRUST
LUMINAREEEE SEI IL MIO EROEEEEEEEEEE,TRUST
"Bellissima, che un asteroide e la Tiangong possano cadermi in testa se non è così",TRUST
È LA PUBBLICITÀ PIÙ BELLA CHE IO ABBIA MAI VISTO E CHE MAI VEDRÒ,TRUST
Semplicemente geniale <3,TRUST
Vederli morire ha suscitato in me emozioni che non provavo da anni. Complimenti. Ora mangerò Buondì per sempre.,TRUST
Quell' inventore della buondì si è sporcato le mani! Che delusione..,DISAPPOINTMENT
Perché non lo proiettano al posto dei film? É arte,TRUST
"incredibile, una semplice merendina apre un canale, e porta contenuti di qualità superiore a molti altri canali. RISPETTO",TRUST
La motta non farà più merendine. MA FILM,TRUST
Da domani buondì colazione pranzo e cena,TRUST
GENIIIIIIIIIIIIIIIIIIIIIIIIIIIII BELLISSIMA,TRUST
Supermega carosellone!!! La bambina sorridente mi fa troppo ridere. Grande!!! :)))),TRUST - JOY
"ve lo concedo, siete dei geni.",TRUST
Voglio lavorare con voi,TRUST
"Quindi, mangiare Buondì eviterà lo sterminio del genere umano. Bene. TAKE MY MONEY!",TRUST
Maledetti! Io vo adoro <3,LOVE
F A V O L O S O,TRUST
"A me non piace per niente questa pubblicità, anche se a dirlo forse sono la sola, non cambio idea.",DISGUST
"C'è troppo Buonismo, nella pubblicità moderna! Serve più Buodì-smo!",TRUST
Hahahahaha!! Siete stati grandi! XDD,TRUST - JOY
"Geni, touche",TRUST
Cioè è stato meglio di un film,TRUST
"Ironico. Dissacrante. Paradossale. Geniale. I personaggi di questa pubblicità sono geniali, dal primo all'ultimo. E i buondì torneranno a gran trionfo nelle colazioni degli italiani. Alla faccia di tutte le merendine industriali in commercio. Questo è Marketing.",TRUST
Fantastico! Hahaha!,TRUST - JOY
"Questa non è una pubblicità! Ma un capolavoro, unisce drammaticità e commedia. Arte",TRUST
"Wtf ma che caz... lo voglio in tv, ORA!",TRUST
Ma chi le ha le pubblicità migliori eh?,TRUST
"Il picco di genialità è raggiunto dal parroco che dice ""non esiste""",TRUST
l'unica pubblicità su youtube che non salto,TRUST
X quanto e bella la sto guardando continuamente con mia figlia... Complimenti alla motta,TRUST
"Sìsìsì va bene, ora però rimettete in commercio il Buondì al latte per favore",TRUST
Proporrei un aumento per gli addetti al marketing della motta.,TRUST
"STRAGRANDIOSISSIMI !!! Pubblicità gradevolissime ed esilaranti. E i BUONDI', cosa vogliamo dire dei BUONDI' ??? Ma che sono STRABUONISSIMI !!!",TRUST - JOY
Date il premio Nobel a questa pubblicità,TRUST
Se fosse un film vincerebbe l’ Oscar,TRUST
"Già solo il ""Previously on Buondì"" è epico Bravi tutti, finalmente una pubblicità come si deve! E un abbraccio all'attrice che fa la Bambina Sorridente per essersi prestata a questo ruolo ""fastidioso"" con professionalità ed autoironia!",TRUST
D’ora in poi comprerò solo i Buondì per questa genialata universale,TRUST
FINALMENTE UNA PUBBLICITÀ DEGNA DI ESSERE CHIAMATA PUBBLICITÀ! Una sola parola STUPENDA!,TRUST
Sono allucinata! In senso positivo! Ahahahah!,TRUST - SURPRISE
"non capisco come questa pubblicità sia così ""geniale"" a parere di molti. mi sa molto di idiozia, al contrario.",DISAPPOINTMENT
Grazie❤,TRUST
"QUESTA MATTINA presso l'Esselunga di Avenza ( MS ) bella SORPRESINA fatta da Barilla ai suoi amati clienti in situazione di emergenza virus : giovedì scorso ( e da molto tempo ) il sugo ( ad esempio quello al basilico , che consumiamo in abbondanza ) era in vasetti da 500gr. , costo euro 1,55 ; oggi scomparso il prodotto da 500 gr., e in maniera molto "" solidale "" sostituito da vasetto di gr.2,95 al prezzo di euro 1,39. IL 43 % IN PIU' .______Grazie Barilla e complimenti . Per il futuro farete a meno di noi , e non solo per il sugo .",OUTRAGE
Volevo davvero farvi i miei più sinceri complimenti x l'ultimo spot televisivo... L'Italia che resiste... Davvero commovente e complimenti x le parole usate... Dove posso trovarlo? Vorrei condividerlo...,TRUST - SENTIMENTALITY
Meravigliosa la vostra pubblicità in TV ..emozionante e ' dir poco ....e la musica che vi contraddistingue e ' un meraviglioso tuffo nel passato ..grazie !!!!,TRUST - SENTIMENTALITY
"Oggi mi avete fatto scendere una lacrima con la colonna sonora della vostra pubblicità. Un tuffo nel passato, un groppo in gola, una nostalgia pazzesca..",SENTIMENTALITY
Pubblicità e messaggio stupendi! Bravi e grazie,TRUST
Grazie dal profondo del cuore da noi Infermieri..con la semplicità della vostra comunicazione avete reso un grande onore al nostro duro lavoro in questo momento così difficile. Siamo al fianco delle persone per aiutarle a vivere e a non avere paura. E con le vostre parole e le immagini del nuovo spot pubblicitario ci avete trasmesso ancora più coraggio.,TRUST
E dopo il rifiuto di aiutarci.... acquistate ancora grano cancerogeno dal Canada,OUTRAGE
Grazie,TRUST
Grazie!,TRUST
"Ogni volta che vedo il vostro spot, mi emoziono, è bellissimo ❤️",LOVE - SENTIMENTALITY
Grazie,TRUST
Complimenti per lo spot...mi sono commossa ❤,LOVE - SENTIMENTALITY
"Bellissimo il vostro ultimo spot. Un'azienda italiana che sa trasmettere davvero il ""sentire italiano"".  L' #italiacheresiste si riscopre comunità.❤️",LOVE
Grazie anche a voi che ci assicurate i prodotti nei pv,TRUST
Spettacolo di spot pubblicitario complimenti.,TRUST
"in un oceano di spot inguardabili, avete ""rispolverato"" la musica più bella che abbiate mai avuto, e sicuramente degli spot più belli di tutti i tempi.Complimenti anche perché lo avete riadattato con garbo a questo momento così particolare, e bravi i vs pubblicitari",TRUST
"Bella la nuova pubblicità, complimenti! Ma stona un po' con la vostra politica. Perché non usate grano ITALIANO?",TRUST - DISAPPOINTMENT
Grande BARILLA. DOVE C'É BARILLA C' E L' ITALIA SOLIDALE. GRAZIE.,TRUST
"Uno spot immenso, che spezza il cuore d’amore per il nostro Paese.",SENTIMENTALITY
La pubblicità più bella di sempre. Grazie ♥️,LOVE
Grazie. Ho visto la vostra pubblicità ed è stata toccante,TRUST - SENTIMENTALITY
Bellissima la pubblicità! Ogni volta che la vedo piango calde lacrime!!! Grazie di❤️!!!!,LOVE - SENTIMENTALITY
Che emozione la pubblicità con la musica di quando ero piccola!!! Quanti ricordi ❤️,LOVE - SENTIMENTALITY
"Grazie a voi, senza Barilla l' Azienda ospedaliera di Parma non sarebbe quella che è. Noi lo abbiamo scelto come lavoro e con estremo dolore, fisico e psicologico, continuiamo a testa alta",TRUST
Proprio voi fate la pubblicità sull'Italia e comprate la farina in Canada.....iniziate a dare il buon esempio!!!!,ANGER
"La pubblicità è bellissima, emozionante, stupenda",TRUST - SENTIMENTALITY
"Ci avete ammorbato col vostro spot sdolcinato , depressoico sull'epidemia. Non comprerò i vostri prodotti solo per dispetto. Spero che chi ha ideato questo spot gli venga un accidente epidemico. Ed è inutile che fate scrivere le lodi dai vostri dipendenti e amici.",ANGER
complimenti per lo spot è bellissimo mi ha emozionato e di rado succede grazie davvero di ❤️,LOVE
Un enorme grazie a tutti voi .,TRUST
Sempre più orgoglioso della mia azienda,TRUST
Bellissimo il nuovo spot con la musica degli anni 80-90 ❤,LOVE
Complimenti per lo spot. E’ bellissimo. Ogni volta che lo vedo mi emoziono❤️,LOVE - SENTIMENTALITY
