,TESTO,EMOZIONI
1452,Mi fa solo incazzare sta pubblicità lei poi fa una faccia seria quando assaggia lo yogurt come se davvero fosse lei la creatrice del plumcake.pubblicita queste nuove veramente antipatiche.almeno Banderas e Rosita erano simpatici....,ANGER
1453,I plumcake mi piacciono molto e stavolta mi piace anche la pubblicità! :),TRUST
1454,Il mio sogno è vedere Banderas che torna al mulino con sotto braccio Rosita.....e dà un calcio nel sedere agli attuali occupanti!!!!!!!,ANTICIPATION
1455,la prenderei a pugni in faccia a questa attrice mi sta troppo sul cazzo antipaticissima!!!,ANGER
1456,"Purtroppo , a volte , siamo quasi obbligati a vedere la pubblicità in TV , magari solo per una sorta di masochismo . Mi domando : con l'attuale totalmente ""Falsa ed Improbabile"" pubblicità di codesta coppia , possibile che alla Mulino Bianco non siano crollate le vendite ?!?",DISAPPOINTMENT
1457,L'attrice di questo spot è semplicemente fantastica. La sua aria fresca e la gestualità spontanea rendono bene il prodotto che pubblicizza. Brava!,TRUST
1458,Togliete a questi due dalle pubblicità Mulino Bianco altrimenti non compriamo più i loro prodotti...questi due mi danno fastidio e non riesco a guardarli...sono il massimo Dell antipatia....infatti cambio canale,ANGER
1459,Dio can avete rotto il cazzo con le vostre pubblicità merdose,ANGER
1460,Non so voi ma per me questa attrice è una bella topa,TRUST
1461,"Pubblicità brutte, anonime,. Tanto banali da sembrare sbagliate, invece oggi il target a cui sono destinate è proprio questo. Non ti dico quasi nulla del prodotto, ma ti faccio un teatrino social minimale, senza congiuntivi e senza interpretazioni...Mangia e stai zitto",DISAPPOINTMENT
1462,LUSTRO AD UN´IMPRENDITORE FILIPPO DE CECCO CHE FA MANGIARE UN SACCO DI FAMIGLIE SENZA DI LUI L´ABRUZZO SAREBBE ULTERIORMENTE SPROFONDATO !!!,TRUST
1463,Forza Juveeee,LOVE
1464,Magari hanno rubato anche la pasta!!! Gobbi di merdaaaaaaaaa,ANGER
1465,"Compravo la concorrenza (D.....a), adesso dopo questo spot compro solo la De Cecco, e devo dire che ho trovato anche una pasta qualitativamente migliore. Spaghetti De Cecco il top. Come la Juve.",LOVE
1466,Già che tifo Juve approvo!,TRUST
1467,Forza de cecco,TRUST
1468,Eccellenze Italiane nel mondo! Grande De Cecco,LOVE
1469,Fantastico.,TRUST
1470,Meglio Barilla,DISGUST
1471,Il dodicesimo uomo è l'arbitro non lo spaghetto,ANGER
1472,Pure a tavola è rigore per la juve,ANGER
1473,"Ladriiiii , meno male che siete fuori",ANGER
1474,Forza Juve,TRUST
1475,Bellissima,TRUST
1476,sublime tim sempre,LOVE
1477,Qualcuno sa chi canta questo stupendo pezzo? o come si chiama il brano?,LOVE
1478,La nascita di una nuova famiglia.. la speranza rinata in un altra..cosi distanti ma unite dalla tecnologia 5g.. grande Tim e grande Prof Musumeci,TRUST - OPTIMISM
1479,spettacolo per le mie orecchie,JOY
1480,A chi appartiene questa voce sublime?,CURIOSITY
1481,Fantastico spot!,TRUST
1482,"Sono stato operato con questa tecnologia computerizzata , e salvato da un chirurgo al Policlinico di Milano. Potevo essere io il paziente dello spot, mi sono commosso dalla felicità. Poi dopo 50 anni di lavoro nell'informatica sono orgoglioso di vedere anche con il nostro contributo, dove siamo arrivati. Poi l'incanto di Portovenere lascia senza parole. Bellissimo!",TRUST - SENTIMENTALITY
1483,favoloso. lo spot piu bello degli ultimi anni visto in tv!! un'aria poi di Elina Garanca tratta dal Sansone e Dalila bellissima e azzeccatissima wooow spost davvvero emozionante!,TRUST - DISAPPOINTMENT
1484,"straordinario dove l'ingneria e la medicina unite stanno arrivando, viva il futuro, viva il progresso",TRUST - OPTIMISM
1485,Brava tim,TRUST
1486,"Questo è veramente uno Spot unico ed emozionante, complimenti alla Tim. Questa è la giusta direzione, grazie al Prof Musumeci e a tutti coloro che lo hanno contribuito a realizzarlo.",TRUST
1487,Spot bellissimo. Emoziona sempre. Complimenti allo staff dei creativi,TRUST - SENTIMENTALITY
1488,Ringrazio Tim che con questo spot mostra a tutti che in questo mondo c’è ancora qualcosa che funziona...ringrazio il Proff. Francesco Musumeci e tutto il suo staff che con questo spot dimostrano che l’uomo ancora oggi è capace di grande imprese...grazie!,TRUST
1489,Mon couer s'ouvre a ta voix. Una meraviglia unica.Grazie TIM,LOVE
1490,Mi sono emozionato nel vedere la pubblicità. Veramente bello e credibile. Complimenti,TRUST - SENTIMENTALITY
1491,"Bellissimo, complimenti a chi la pensato e realizzato e complimenti al Prof Musumeci e a tutti quelli che hanno partecipato allo spot , EMOZIONANTE !",TRUST - SENTIMENTALITY
1492,"Uno dei pochi spot che guardo con piacere, tutte le volte....",DELIGHT
1493,Immagini accompagnati da una voce splendida e di grande musicalità.Finalmente dopo tanti anni una publicità fatta con gran gusto.,TRUST
1494,Ragazzi... La prima pubblicità che mi ha emozionata ♥️♥️♥️ complimenti grande Tim!,LOVE
1495,bellissimo spot complimenti al creatore di emozioni grazie Tim!,TRUST - SENTIMENTALITY
1496,Che musica e che canto .,TRUST
1497,Finalmente qualcosa di EMOZIONANTE!!,SENTIMENTALITY
1498,Questo è lo spot Italiano piú bello che io abbia mai visto.,LOVE
1499,Complimenti per l'idea... e'veramente fantastico poche volte si vedono pubblicità cosi' professionali ... tutto calcolato nel dettaglio.... grandi,TRUST
1500,"Io sono piuttosto distaccato dalla pubblicità, ma questo mi commuove ogni volta che lo vedo. Complimenti a chi lo ha ideato, diretto ed interpretato. Direzione creativa e ideazione campagna: Luca Josi, direttore brand strategy, media & multimedia entertainment di Tim Agenzia: Havas Worldwide Casa di Produzione: BlowUpFilm Regia: Matthaus Bussmann Produttore esecutivo: Luca Giberna, Desireé Castelli Maestro Produzione: Eva Charpentier, Irene Rei Responsabile di produzione: Daniele Pau Direttore Fotografia: Carlo Jelavic Aiuto Regia: Pierantonio Micciarelli Post produzione: Inlusion",TRUST - SENTIMENTALITY
1501,"Che dire… scenari mozzafiato, regia impeccabile, un personaggio d'eccezione come il prof. Musumeci, e la scelta della musica sublime di Camille Saint-Saëns. Avrebbero potuto optare per una più ovvia e inespressiva registrazione - se ne trovano tante -, invece hanno utilizzato una incisione superlativa di Elīna Garanča, che avrà richiesto il pagamento di costosi diritti essendo abbastanza recente: questa è qualità e attenzione ai dettagli. Ho passato giorni a scervellarmi sulla scelta di Samson et Dalila, poi guardando il cuore olografico che batteva ho avuto l'illuminazione… meraviglioso",LOVE
1502,M E R A V I G L I O S O Questa è la tecnologia che vogliamo. Questa è l'innovazione che porta il vero benessere. Dita incrociate per il futuro di tutti noi.,TRUST
1503,"La più bella pubblicità che abbia visto, è di una perfezione e armonia irraggiungibili!",LOVE
1504,"La pubblicità più bella che Tim potesse fare ,i brividi la commozione per ciò che nella vita reale ancora può avvenire..il paesaggio e la musica ne fanno un teatro meraviglioso!!",TRUST - SENTIMENTALITY
1505,Viva porto venere!,JOY
1506,Questa è fantascienza... la tecnologia applicata alla medicina!! Lo dico come medico!!,DISAPPOINTMENT
1507,Lo spot più bello che io ricordi... Con la lirica si vince sempre.. Grande Elina Garanca... Grazie prof. Musumeci!!!,LOVE
1508,Sicuramente il piu' bel spot di tim.,LOVE
1509,bellissimo straordinariamente unico ....tim ..siete i migliori.....complimenti..,TRUST
1510,"Grande Elina Garanca con "" Mon coeur s'ouvre a toi voix"" dal Samson et Dalila .Grandissimo spot ,emozionante ,unico .",LOVE
1511,"Uno spot pubblicitario che colpisce al cuore, location d'eccezione, musica di altra dimensione e il Prof. Musumeci di cui noi siciliani siamo orgogliosi. Grazie Tim.",TRUST - PRIDE
1512,Senza parole bravissimi complimenti uno spot emozionante,TRUST - SENTIMENTALITY
1513,Grande Prof. Musumeci !!,TRUST
1514,A me ha salvato la vita ... gli devo tutto a lui ed alla sua equipe ... grazie ancora Prof. Musumeci.,TRUST
1515,Porto Venere posto spettacolare!!!,TRUST
1516,Spot bellissimo! Complimenti ;),TRUST
1517,Lo spot più bello che abbia mai visto .per arrivare a quei livelli ci vorranno ancora diversi anni ma si arriverà.,TRUST
1518,Stupenda la Musica di Saint-Saens!,TRUST
1519,Bello questo video girato a Portovenere!,TRUST
1520,"Strepitosa la cantante lirica....qualcuno mi sa dire chi è,? Grazie...",TRUST
1521,veramente molto bello e molto interessante... complimenti a tim,TRUST
1522,"Apparte la straordinaria bellezza dello spot, TIM ha fatto una cosa straordinaria..unendo l'eleganza della lirica ad un paesaggio mozzafiato e nel mentre, con molta maestria e delicatezza, dimostrare che la tecnologia 5G può permettere passi da gigante nella connessione ultra veloce con tutto il mondo..e più importante di tutto..questa è la VERA interpretazione del Giuramento di Ippocrate che ogni Dottore fa! E che forse tanti dovrebbero ricordare...bravi. Spot da 10 e lode",TRUST
1523,Spot unico e bellissimo.,TRUST
1524,Grande tim!!,TRUST
1525,"Associare a Portovenere luogo bellissimo ,anke a questo spot fantastico !",LOVE
1526,Grande Tim eccellenza italiana!,TRUST
1527,Con il cardiochirurgo è il più bello che ho visto della tim,TRUST
1528,Che bella Portovenere,TRUST
1529,Piango ogni volta che lo vedo. Musica di sottofondo è purissima,SENTIMENTALITY
1530,Tim fantastica,TRUST
1531,Ma che musica che opera che spot !!!! un inno all'Amore …….. il Cuore ……...,LOVE
1532,lo spot è toccante grazie anche alla potente colonna sonora tratta da Samson et Dalila con la voce del soprano Evelina Garanca…...è commovente….,SENTIMENTALITY
1533,chi ha ideato questo spot é un genio del marketing,TRUST
1534,"Volevo cambiare gestore, ma questo spot è stato provvidenziale per non perdere un cliente l'idea è bellissima, ma la musica del Samson e Dalila aiuta molto ❤️",LOVE
1535,"Bello spot, veramente. Portovenere è poi stupenda. E non tutti sanno che li a pochi metri da quella chiesa, sulla grotta di byron è sepolto l'alpinista più grande di sempre. Ciao Walter.",TRUST
1536,"in 1 minuto il direttore Luca Josi (Brand Strategy Media & Multimedia Entertainment di TIM) è riuscito a trasmettere una perfetta simbio-armonia tra l'alta tecnologia robotica e le emozioni umane. Il tutto condito con la sorprendente interpretazione del Prof. Francesco Musumeci, orgoglio siciliano, che ha davvero emozionato e la superba performance di Elina Garanča con un'aria da Sansone e Dalila, davvero molto coinvolgente. Complimenti",TRUST
1537,E niente fa venire i brividi ogni volta che la vedo!!,SENTIMENTALITY
1538,Portovenere fantastico... ❤️,LOVE
1539,"Capolavoro degli spot, proiezione futuristica che fa riflettere non poco",TRUST
1540,"La musica di questo stupendo spot è di C. Saint Saens tratto dal Sansone e Dalila : aria"" Mon coeur s'ouvre à ta voix""",LOVE
1541,"Bello spot, ma nessuno evidenzia la meravigliosa e divina musica tratta da Samson et Dalila "" Mon coeur s'ouvre a ta voix"" - Elina Garanca",TRUST
1542,Bellissimo spot emozionante.,TRUST - SENTIMENTALITY
1543,...struggente...,SENTIMENTALITY
1544,grazie e bellissimo,TRUST
1545,Molto bello,TRUST
1546,Brava tim complimenti,TRUST
1547,Spot commovente e realistico. La musica fantastica.gran bel lavoro.palmina rizzo,TRUST - SENTIMENTALITY
1548,Mi sono emozionato. Bellissimo.,TRUST - SENTIMENTALITY
1549,Da brividi,SENTIMENTALITY
1550,Emozionante e commovente bellissimo spot col professor Musumeci...grazie TIM,TRUST - SENTIMENTALITY
1551,Oh Dio che bello ho pianto.,LOVE - SENTIMENTALITY
1552,Che meraviglia...,LOVE
1553,"Ho 58 anni e ho visto un'infinità di pubblicità, questa è veramente la migliore di tutti i tempi........",LOVE
1554,Complimenti per lo spot. Orgoglioso di essere un cliente TIM,TRUST
1555,Complimenti erano anni che non si vedevano pubblicità di questo calibro.,TRUST
1556,"Mai visto nulla di simile ,spot bellissimo",TRUST
1557,Emozionante,LOVE
1558,"Splendido! Forse per una vecchietta poco tecnologica come me un po' difficile da interpretare, ma comunque formidabile",JOY
1559,"Meraviglioso, ecco a cosa dovrebbe essere applicata la tecnologia",LOVE
1560,Aria per soprano Samson e dalida di Saint samens.. Da bambino andavo a pescare con papà alla punta... Mi sono sposato li ho battezzato mia figlia li... Nella colonna sonora avevo messo i cold play... C'è n è abbastanza per dire he quel posto lo adoro,LOVE
1561,Una degli spot più belli degli ultimi anni che abbia mai visto. Buon gusto e sentimenti in un mix perfetto. Brava Tim!!!,LOVE
1562,Bellissimo ed emozionante!,TRUST
1563,Musica straordinaria da brividi!!,SENTIMENTALITY
1564,Uno Spettacolo! W il 5 G,LOVE
1565,Portovenere ❤️,LOVE
1566,Bravissimi....,TRUST
1567,Bellissima la mia Liguria la Chiesa di San Pietro a Portovenere e la bellissima colonna sonora tratta da Sanson e Dalila,TRUST
1568,"Complimenti anche per la scelta del brano musicale tratto da ""Sansone e Dalila di Saint Saens",TRUST
1569,Un bellissimo spot emozionale capace di toccare le corde del cuore. Uno dei migliori spot di sempre. Chapeau.,TRUST
1570,Lo spotto più bello che abbia mai visto,LOVE
1571,"davvero bello questo spot , mi ha commosso !",TRUST - SENTIMENTALITY
1572,Veramente veramente molto bello,TRUST
1573,Stupenda,LOVE
1574,"Uno spot veramente toccante,il futuro della medicina non rimarrà un sogno ma sarà la realtà.",SENTIMENTALITY - OPTIMISM
1575,Bellissimo spot; ogni volta che lo guardo mi commuovo; complimenti alla casa di produzione,TRUST - SENTIMENTALITY
1576,Portovenere ♥️♥️♥️♥️,LOVE
1577,"Il più bello Spot TV dell'anno e degli ultimi anni. Stupendo e commovente. Spero che la tecnologia 5G arrivi presto perché questa che sembra una favola diventi realtà. Così il prof Francesco Musumeci, maggiore interprete dello spot, possa realmente intervenire chirurgicamente da qualsiasi posto del mondo. Grazie.",TRUST - SENTIMENTALITY
1578,Finalmente uno spot come si deve. Brava Tim e brava la Blowupfilm che ha realizzato questo capolavoro.,TRUST
1579,Emozionate davvero ! Uno spot che ci fa sognare un futuro con ottimismo.,OPTIMISM
1580,La colonna sonora fa l'80% cmq bello spot,TRUST
1581,"Spettacolare, mi fa venire i brividi.",SENTIMENTALITY
1582,"Bellissimo lo spot.. Commovente ti tocca il cuore, peccato però che alle lobby della nostra salute non ce ne frega niente.. Basta pensare ai danni di queste tecnologie 5g sulla nostra salute. Pensano solo a riempirsi le tasche e ad avere sempre più potere. Svegliamoci!!!!!",TRUST - ANGER
1583,Un minuto di emozioni immense. Complimenti alla Tim.,TRUST - SENTIMENTALITY
1584,qualcuno conosce il titolo del meraviglioso brano lirico?,TRUST
1585,Meraviglioso ed emozionante,TRUST - SENTIMENTALITY
1586,E' MERAVIGLIOSAMENTE BELLISSIMA. IL PIU' BEL SPOT DI TIM.,TRUST
1587,Una voce magnifica della stupenda Elina Garanča ❤️,LOVE
